timestamp,temp,pressure,fuel,speed
2026-04-04T12:00:36Z,61.8,8.5,937.8,68.0
2026-04-04T12:00:37Z,63.9,8.5,930.6,72.0
2026-04-04T12:00:38Z,66.0,8.5,923.0,76.0
2026-04-04T12:00:39Z,68.1,8.5,915.0,80.0
2026-04-04T12:00:40Z,70.2,8.5,906.6,84.0
2026-04-04T12:00:41Z,72.3,8.5,897.8,88.0
2026-04-04T12:00:42Z,74.4,8.5,888.6,92.0
2026-04-04T12:00:43Z,76.5,8.5,879.0,96.0
2026-04-04T12:00:44Z,78.6,8.5,869.0,100.0
2026-04-04T12:00:45Z,88.4,8.8,867.8,90.3
2026-04-04T12:00:46Z,88.3,8.8,866.6,91.1
2026-04-04T12:00:47Z,87.0,8.8,865.4,91.0
2026-04-04T12:00:48Z,88.6,8.8,864.2,89.7
2026-04-04T12:00:49Z,88.6,8.8,863.0,90.3
2026-04-04T12:00:50Z,87.5,8.8,861.8,91.6
2026-04-04T12:00:51Z,88.2,8.8,860.6,90.0
2026-04-04T12:00:52Z,88.4,8.8,859.4,89.6
2026-04-04T12:00:53Z,88.6,8.8,858.2,90.0
2026-04-04T12:00:54Z,86.7,8.8,857.0,89.7
2026-04-04T12:00:55Z,87.8,8.8,855.8,91.2
2026-04-04T12:00:56Z,87.3,8.8,854.6,89.3
2026-04-04T12:00:57Z,87.8,8.8,853.4,91.0
2026-04-04T12:00:58Z,87.6,8.8,852.2,91.5
2026-04-04T12:00:59Z,87.8,8.8,851.0,90.8
2026-04-04T12:01:00Z,87.3,8.8,849.8,90.3
2026-04-04T12:01:01Z,87.2,8.8,848.6,90.6
2026-04-04T12:01:02Z,87.8,8.8,847.4,90.7
2026-04-04T12:01:03Z,87.8,8.8,846.2,89.1
2026-04-04T12:01:04Z,87.7,8.8,845.0,90.2
2026-04-04T12:01:05Z,88.2,8.8,843.8,88.7
2026-04-04T12:01:06Z,87.9,8.8,842.6,91.5
2026-04-04T12:01:07Z,87.9,8.8,841.4,90.1
2026-04-04T12:01:08Z,87.7,8.8,840.2,90.8
2026-04-04T12:01:09Z,88.0,8.8,839.0,91.4
2026-04-04T12:01:10Z,88.4,8.8,837.8,91.1
2026-04-04T12:01:11Z,88.3,8.8,836.6,89.9
2026-04-04T12:01:12Z,87.7,8.8,835.4,89.7
2026-04-04T12:01:13Z,87.8,8.8,834.2,90.0
2026-04-04T12:01:14Z,88.4,8.8,833.0,90.0
2026-04-04T12:01:15Z,94.4,8.6,828.0,87.0
2026-04-04T12:01:16Z,100.4,8.4,823.0,84.0
2026-04-04T12:01:17Z,106.4,8.2,818.0,81.0
2026-04-04T12:01:18Z,112.4,8.0,813.0,78.0
2026-04-04T12:01:19Z,118.4,7.8,808.0,75.0
2026-04-04T12:01:20Z,124.4,7.6,803.0,72.0
2026-04-04T12:01:21Z,130.4,7.4,798.0,69.0
2026-04-04T12:01:22Z,136.4,7.2,793.0,66.0
2026-04-04T12:01:23Z,142.4,7.0,788.0,63.0
2026-04-04T12:01:24Z,148.4,6.8,783.0,60.0
2026-04-04T12:01:25Z,154.4,6.6,778.0,57.0
2026-04-04T12:01:26Z,160.4,6.4,773.0,54.0
2026-04-04T12:01:27Z,166.4,6.2,768.0,51.0
2026-04-04T12:01:28Z,172.4,6.0,763.0,48.0
2026-04-04T12:01:29Z,178.4,5.8,758.0,45.0
2026-04-04T12:01:30Z,176.9,9.0,758.0,33.0
2026-04-04T12:01:31Z,175.4,9.0,758.0,21.0
2026-04-04T12:01:32Z,173.9,9.0,758.0,9.0
2026-04-04T12:01:33Z,172.4,9.0,758.0,0.0
2026-04-04T12:01:34Z,170.9,9.0,757.9,0.0
2026-04-04T12:01:35Z,169.4,9.0,757.9,0.0
2026-04-04T12:01:36Z,167.9,9.0,757.9,0.0
2026-04-04T12:01:37Z,166.4,9.0,757.9,0.0
2026-04-04T12:01:38Z,164.9,9.0,757.9,0.0
2026-04-04T12:01:39Z,163.4,9.0,757.9,0.0
2026-04-04T12:01:40Z,161.9,9.0,757.9,0.0
2026-04-04T12:01:41Z,160.4,9.0,757.9,0.0
2026-04-04T12:01:42Z,158.9,9.0,757.9,0.0
2026-04-04T12:01:43Z,157.4,9.0,757.9,0.0
2026-04-04T12:01:44Z,155.9,9.0,757.8,0.0
2026-04-04T12:01:45Z,154.4,9.0,757.8,0.0
2026-04-04T12:01:46Z,152.9,9.0,757.8,0.0
2026-04-04T12:01:47Z,151.4,9.0,757.8,0.0
2026-04-04T12:01:48Z,149.9,9.0,757.8,0.0
2026-04-04T12:01:49Z,148.4,9.0,757.8,0.0
2026-04-04T12:01:50Z,146.9,9.0,757.8,0.0
2026-04-04T12:01:51Z,145.4,9.0,757.8,0.0
2026-04-04T12:01:52Z,143.9,9.0,757.8,0.0
2026-04-04T12:01:53Z,142.4,9.0,757.8,0.0
2026-04-04T12:01:54Z,140.9,9.0,757.7,0.0
2026-04-04T12:01:55Z,139.4,9.0,757.7,0.0
2026-04-04T12:01:56Z,137.9,9.0,757.7,0.0
2026-04-04T12:01:57Z,136.4,9.0,757.7,0.0
2026-04-04T12:01:58Z,134.9,9.0,757.7,0.0
2026-04-04T12:01:59Z,133.4,9.0,757.7,0.0
2026-04-04T12:02:00Z,131.9,9.0,757.7,0.0
2026-04-04T12:02:01Z,130.4,9.0,757.7,0.0
2026-04-04T12:02:02Z,128.9,9.0,757.7,0.0
2026-04-04T12:02:03Z,127.4,9.0,757.7,0.0
2026-04-04T12:02:04Z,125.9,9.0,757.6,0.0
2026-04-04T12:02:05Z,124.4,9.0,757.6,0.0
2026-04-04T12:02:06Z,122.9,9.0,757.6,0.0
2026-04-04T12:02:07Z,121.4,9.0,757.6,0.0
2026-04-04T12:02:08Z,119.9,9.0,757.6,0.0
2026-04-04T12:02:09Z,118.4,9.0,757.6,0.0
2026-04-04T12:02:10Z,116.9,9.0,757.6,0.0
2026-04-04T12:02:11Z,115.4,9.0,757.6,0.0
2026-04-04T12:02:12Z,113.9,9.0,757.6,0.0
2026-04-04T12:02:13Z,112.4,9.0,757.6,0.0
2026-04-04T12:02:14Z,110.9,9.0,757.5,0.0
2026-04-04T12:02:15Z,109.4,9.0,757.5,0.0
2026-04-04T12:02:16Z,107.9,9.0,757.5,0.0
2026-04-04T12:02:17Z,106.4,9.0,757.5,0.0
2026-04-04T12:02:18Z,104.9,9.0,757.5,0.0
2026-04-04T12:02:19Z,103.4,9.0,757.5,0.0
2026-04-04T12:02:20Z,101.9,9.0,757.5,0.0
2026-04-04T12:02:21Z,100.4,9.0,757.5,0.0
2026-04-04T12:02:22Z,98.9,9.0,757.5,0.0
2026-04-04T12:02:23Z,97.4,9.0,757.5,0.0
2026-04-04T12:02:24Z,95.9,9.0,757.5,0.0
2026-04-04T12:02:25Z,94.4,9.0,757.4,0.0
2026-04-04T12:02:26Z,92.9,9.0,757.4,0.0
2026-04-04T12:02:27Z,91.4,9.0,757.4,0.0
2026-04-04T12:02:28Z,89.9,9.0,757.4,0.0
2026-04-04T12:02:29Z,88.4,9.0,757.4,0.0
2026-04-04T12:02:30Z,86.9,9.0,757.4,0.0
2026-04-04T12:02:31Z,85.4,9.0,757.4,0.0
2026-04-04T12:02:32Z,83.9,9.0,757.4,0.0
2026-04-04T12:02:33Z,82.4,9.0,757.4,0.0
2026-04-04T12:02:34Z,80.9,9.0,757.4,0.0
2026-04-04T12:02:35Z,79.4,9.0,757.3,0.0
2026-04-04T12:02:36Z,77.9,9.0,757.3,0.0
2026-04-04T12:02:37Z,76.4,9.0,757.3,0.0
2026-04-04T12:02:38Z,74.9,9.0,757.3,0.0
2026-04-04T12:02:39Z,73.4,9.0,757.3,0.0
2026-04-04T12:02:40Z,71.9,9.0,757.3,0.0
2026-04-04T12:02:41Z,70.4,9.0,757.3,0.0
2026-04-04T12:02:42Z,68.9,9.0,757.3,0.0
2026-04-04T12:02:43Z,67.4,9.0,757.3,0.0
2026-04-04T12:02:44Z,65.9,9.0,757.3,0.0
2026-04-04T12:02:45Z,64.4,9.0,757.2,0.0
2026-04-04T12:02:46Z,62.9,9.0,757.2,0.0
2026-04-04T12:02:47Z,61.4,9.0,757.2,0.0
2026-04-04T12:02:48Z,59.9,9.0,757.2,0.0
2026-04-04T12:02:49Z,58.4,9.0,757.2,0.0
2026-04-04T12:02:50Z,56.9,9.0,757.2,0.0
2026-04-04T12:02:51Z,55.4,9.0,757.2,0.0
2026-04-04T12:02:52Z,53.9,9.0,757.2,0.0
2026-04-04T12:02:53Z,52.4,9.0,757.2,0.0
2026-04-04T12:02:54Z,50.9,9.0,757.2,0.0
2026-04-04T12:02:55Z,49.4,9.0,757.1,0.0
2026-04-04T12:02:56Z,47.9,9.0,757.1,0.0
2026-04-04T12:02:57Z,46.4,9.0,757.1,0.0
2026-04-04T12:02:58Z,44.9,9.0,757.1,0.0
2026-04-04T12:02:59Z,43.4,9.0,757.1,0.0
2026-04-04T12:03:00Z,41.9,9.0,757.1,0.0
2026-04-04T12:03:01Z,40.4,9.0,757.1,0.0
2026-04-04T12:03:02Z,38.9,9.0,757.1,0.0
2026-04-04T12:03:03Z,37.4,9.0,757.1,0.0
2026-04-04T12:03:04Z,35.9,9.0,757.1,0.0
2026-04-04T12:03:05Z,34.4,9.0,757.0,0.0
2026-04-04T12:03:06Z,32.9,9.0,757.0,0.0
2026-04-04T12:03:07Z,31.4,9.0,757.0,0.0
2026-04-04T12:03:08Z,29.9,9.0,757.0,0.0
2026-04-04T12:03:09Z,28.4,9.0,757.0,0.0
2026-04-04T12:03:10Z,26.9,9.0,757.0,0.0
2026-04-04T12:03:11Z,25.4,9.0,757.0,0.0
2026-04-04T12:03:12Z,23.9,9.0,757.0,0.0
2026-04-04T12:03:13Z,22.4,9.0,757.0,0.0
2026-04-04T12:03:14Z,20.9,9.0,757.0,0.0
2026-04-04T12:03:15Z,19.4,9.0,756.9,0.0
2026-04-04T12:03:16Z,17.9,9.0,756.9,0.0
2026-04-04T12:03:17Z,16.4,9.0,756.9,0.0
2026-04-04T12:03:18Z,14.9,9.0,756.9,0.0
2026-04-04T12:03:19Z,13.4,9.0,756.9,0.0
2026-04-04T12:03:20Z,11.9,9.0,756.9,0.0
2026-04-04T12:03:21Z,10.4,9.0,756.9,0.0
2026-04-04T12:03:22Z,8.9,9.0,756.9,0.0
2026-04-04T12:03:23Z,7.4,9.0,756.9,0.0
2026-04-04T12:03:24Z,5.9,9.0,756.9,0.0
2026-04-04T12:03:25Z,4.4,9.0,756.8,0.0
2026-04-04T12:03:26Z,2.9,9.0,756.8,0.0
2026-04-04T12:03:27Z,1.4,9.0,756.8,0.0
2026-04-04T12:03:28Z,-0.1,9.0,756.8,0.0
2026-04-04T12:03:29Z,-1.6,9.0,756.8,0.0
2026-04-04T12:03:30Z,-3.1,9.0,756.8,0.0
2026-04-04T12:03:31Z,-4.6,9.0,756.8,0.0
2026-04-04T12:03:32Z,-6.1,9.0,756.8,0.0
2026-04-04T12:03:33Z,-7.6,9.0,756.8,0.0
2026-04-04T12:03:34Z,-9.1,9.0,756.8,0.0
2026-04-04T12:03:35Z,-10.6,9.0,756.7,0.0
2026-04-04T12:03:36Z,-12.1,9.0,756.7,0.0
2026-04-04T12:03:37Z,-13.6,9.0,756.7,0.0
2026-04-04T12:03:38Z,-15.1,9.0,756.7,0.0
2026-04-04T12:03:39Z,-16.6,9.0,756.7,0.0
2026-04-04T12:03:40Z,-18.1,9.0,756.7,0.0
2026-04-04T12:03:41Z,-19.6,9.0,756.7,0.0
2026-04-04T12:03:42Z,-21.1,9.0,756.7,0.0
2026-04-04T12:03:43Z,-22.6,9.0,756.7,0.0
2026-04-04T12:03:44Z,-24.1,9.0,756.7,0.0
2026-04-04T12:03:45Z,-25.6,9.0,756.6,0.0
2026-04-04T12:03:46Z,-27.1,9.0,756.6,0.0
2026-04-04T12:03:47Z,-28.6,9.0,756.6,0.0
2026-04-04T12:03:48Z,-30.1,9.0,756.6,0.0
2026-04-04T12:03:49Z,-31.6,9.0,756.6,0.0
2026-04-04T12:03:50Z,-33.1,9.0,756.6,0.0
2026-04-04T12:03:51Z,-34.6,9.0,756.6,0.0
2026-04-04T12:03:52Z,-36.1,9.0,756.6,0.0
2026-04-04T12:03:53Z,-37.6,9.0,756.6,0.0
2026-04-04T12:03:54Z,-39.1,9.0,756.6,0.0
2026-04-04T12:03:55Z,-40.6,9.0,756.5,0.0
2026-04-04T12:03:56Z,-42.1,9.0,756.5,0.0
2026-04-04T12:03:57Z,-43.6,9.0,756.5,0.0
2026-04-04T12:03:58Z,-45.1,9.0,756.5,0.0
2026-04-04T12:03:59Z,-46.6,9.0,756.5,0.0
2026-04-04T12:04:00Z,-48.1,9.0,756.5,0.0
2026-04-04T12:04:01Z,-49.6,9.0,756.5,0.0
2026-04-04T12:04:02Z,-51.1,9.0,756.5,0.0
2026-04-04T12:04:03Z,-52.6,9.0,756.5,0.0
2026-04-04T12:04:04Z,-54.1,9.0,756.5,0.0
2026-04-04T12:04:05Z,-55.6,9.0,756.4,0.0
2026-04-04T12:04:06Z,-57.1,9.0,756.4,0.0
2026-04-04T12:04:07Z,-58.6,9.0,756.4,0.0
2026-04-04T12:04:08Z,-60.1,9.0,756.4,0.0
2026-04-04T12:04:09Z,-61.6,9.0,756.4,0.0
2026-04-04T12:04:10Z,-63.1,9.0,756.4,0.0
2026-04-04T12:04:11Z,-64.6,9.0,756.4,0.0
2026-04-04T12:04:12Z,-66.1,9.0,756.4,0.0
2026-04-04T12:04:13Z,-67.6,9.0,756.4,0.0
2026-04-04T12:04:14Z,-69.1,9.0,756.4,0.0
2026-04-04T12:04:15Z,-70.6,9.0,756.3,0.0
2026-04-04T12:04:16Z,-72.1,9.0,756.3,0.0
2026-04-04T12:04:17Z,-73.6,9.0,756.3,0.0
2026-04-04T12:04:18Z,-75.1,9.0,756.3,0.0
2026-04-04T12:04:19Z,-76.6,9.0,756.3,0.0
2026-04-04T12:04:20Z,-78.1,9.0,756.3,0.0
2026-04-04T12:04:21Z,-79.6,9.0,756.3,0.0
2026-04-04T12:04:22Z,-81.1,9.0,756.3,0.0
2026-04-04T12:04:23Z,-82.6,9.0,756.3,0.0
2026-04-04T12:04:24Z,-84.1,9.0,756.3,0.0
2026-04-04T12:04:25Z,-85.6,9.0,756.2,0.0
2026-04-04T12:04:26Z,-87.1,9.0,756.2,0.0
2026-04-04T12:04:27Z,-88.6,9.0,756.2,0.0
2026-04-04T12:04:28Z,-90.1,9.0,756.2,0.0
2026-04-04T12:04:29Z,-91.6,9.0,756.2,0.0
2026-04-04T12:04:30Z,-93.1,9.0,756.2,0.0
2026-04-04T12:04:31Z,-94.6,9.0,756.2,0.0
2026-04-04T12:04:32Z,-96.1,9.0,756.2,0.0
2026-04-04T12:04:33Z,-97.6,9.0,756.2,0.0
2026-04-04T12:04:34Z,-99.1,9.0,756.2,0.0
2026-04-04T12:04:35Z,-100.6,9.0,756.1,0.0
2026-04-04T12:04:36Z,-102.1,9.0,756.1,0.0
2026-04-04T12:04:37Z,-103.6,9.0,756.1,0.0
2026-04-04T12:04:38Z,-105.1,9.0,756.1,0.0
2026-04-04T12:04:39Z,-106.6,9.0,756.1,0.0
2026-04-04T12:04:40Z,-108.1,9.0,756.1,0.0
2026-04-04T12:04:41Z,-109.6,9.0,756.1,0.0
2026-04-04T12:04:42Z,-111.1,9.0,756.1,0.0
2026-04-04T12:04:43Z,-112.6,9.0,756.1,0.0
2026-04-04T12:04:44Z,-114.1,9.0,756.1,0.0
2026-04-04T12:04:45Z,-115.6,9.0,756.0,0.0
2026-04-04T12:04:46Z,-117.1,9.0,756.0,0.0
2026-04-04T12:04:47Z,-118.6,9.0,756.0,0.0
2026-04-04T12:04:48Z,-120.1,9.0,756.0,0.0
2026-04-04T12:04:49Z,-121.6,9.0,756.0,0.0
2026-04-04T12:04:50Z,-123.1,9.0,756.0,0.0
2026-04-04T12:04:51Z,-124.6,9.0,756.0,0.0
2026-04-04T12:04:52Z,-126.1,9.0,756.0,0.0
2026-04-04T12:04:53Z,-127.6,9.0,756.0,0.0
2026-04-04T12:04:54Z,-129.1,9.0,756.0,0.0
2026-04-04T12:04:55Z,-130.6,9.0,755.9,0.0
2026-04-04T12:04:56Z,-132.1,9.0,755.9,0.0
2026-04-04T12:04:57Z,-133.6,9.0,755.9,0.0
2026-04-04T12:04:58Z,-135.1,9.0,755.9,0.0
2026-04-04T12:04:59Z,-136.6,9.0,755.9,0.0
